"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
11,"Which statement describes a Type I error in the green-cup study?","The researchers do not find convincing evidence that more than 50% of students would choose the green cup even though the true percentage is above 50%.","The researchers conclude that more than 50% of students would choose the green cup even though the true percentage is actually 50%.","The researchers conclude that exactly 50% of students choose the green cup because both cups contained the same lemonade.","The researchers conclude that fewer than 50% of students would choose the green cup because the sample happened to favor white.",20,2,,,,,,,,,,,,,,,,,,
12,"Which statement describes a Type II error in the green-cup study?","The researchers conclude that more than 50% of students would choose the green cup even though the true percentage is 50%.","The researchers correctly fail to reject the null hypothesis when exactly 50% of students would choose the green cup.","The researchers do not find convincing evidence that more than 50% of students would choose the green cup even though the true percentage is above 50%.","The researchers reject the null hypothesis because the green cup looks more natural to some students.",20,3,,,,,,,,,,,,,,,,,,
13,"In the marketing example from the lesson, which error was more consequential and why?","A Type I error was more consequential because the company might spend money using green even when green does not actually change what people think.","A Type II error was more consequential because the company might miss a useful branding strategy and lose potential sales.","Neither error was consequential because both cups contained the same brand of lemonade.","A Type I error was more consequential because false positives are always worse than false negatives.",20,2,,,,,,,,,,,,,,,,,,
14,"When the null hypothesis is true, what is the probability of a Type I error?","The probability of a Type I error is equal to the significance level alpha.","The probability of a Type I error is equal to 1 minus the power.","The probability of a Type I error is equal to the sample size divided by the standard error.","The probability of a Type I error is equal to the p-value from the sample.",20,1,,,,,,,,,,,,,,,,,,
15,"Why should the consequences of a Type I error influence the choice of alpha?","The consequences of a Type I error should influence alpha because alpha controls the sample size directly.","The consequences of a Type I error should influence alpha because alpha is the probability of a Type II error.","The consequences of a Type I error should influence alpha because alpha and power are always equal.","The consequences of a Type I error should influence alpha because alpha is the probability of making that false-positive error.",20,4,,,,,,,,,,,,,,,,,,
16,"Why would setting alpha = 0.0000001 usually be a bad default choice?","Setting alpha that small would guarantee perfect power and eliminate both types of errors.","Setting alpha that small would change the meaning of the null hypothesis.","Setting alpha that small would make rejecting the null hypothesis extremely hard and would increase the chance of a Type II error.","Setting alpha that small would matter only when the null hypothesis is false, so it would not affect most tests.",20,3,,,,,,,,,,,,,,,,,,
17,"All other things being equal, what happens when we decrease the probability of a Type I error?","All other things being equal, decreasing the probability of a Type I error increases the probability of a Type II error.","All other things being equal, decreasing the probability of a Type I error also decreases the probability of a Type II error.","All other things being equal, decreasing the probability of a Type I error leaves the probability of a Type II error unchanged.","All other things being equal, decreasing the probability of a Type I error makes the two error probabilities add up to 0.50.",20,1,,,,,,,,,,,,,,,,,,
18,"What is the power of a test?","The power of a test is the probability that the null hypothesis is true after seeing the data.","The power of a test is the probability of making a Type I error.","The power of a test is the probability that the p-value equals the significance level.","The power of a test is the probability that the test correctly rejects a false null hypothesis.",20,4,,,,,,,,,,,,,,,,,,
19,"Which statement about power is correct?","Power is the probability that the test fails to reject the null hypothesis when the null is true.","Power is the probability of finding convincing evidence for the alternative hypothesis when the alternative is actually true.","Power is the same quantity as alpha in every significance test.","Power is the probability that the sample statistic matches the population parameter exactly.",20,2,,,,,,,,,,,,,,,,,,
20,"How is the probability of a Type II error related to power?","The probability of a Type II error is equal to alpha because both are error probabilities.","The probability of a Type II error is equal to power because both describe missing the alternative.","The probability of a Type II error is equal to 1 minus power because power measures avoiding that error.","The probability of a Type II error is equal to 1 minus alpha because the two errors are complements.",20,3,,,,,,,,,,,,,,,,,,
21,"If the power against p = 0.64 is 0.45 in the green-cup study, what does that mean?","It means there is a 0.45 probability that the null hypothesis is true when p = 0.64.","It means there is a 0.45 probability that exactly 45% of students would choose the green cup.","It means there is a 0.45 probability that the p-value will be 0.64.","It means there is a 0.45 probability of finding convincing evidence that more than 50% of students would choose the green cup when the true proportion is 0.64.",20,4,,,,,,,,,,,,,,,,,,
22,"If alpha = 0.05 and the power is 0.45, what is the probability of a Type II error?","The probability of a Type II error is 0.55 because it is equal to 1 minus the power.","The probability of a Type II error is 0.45 because power and Type II error are the same number.","The probability of a Type II error is 0.05 because it matches the significance level.","The probability of a Type II error is 0.50 because alpha and power must average to one-half.",20,1,,,,,,,,,,,,,,,,,,
23,"Which change would increase the power of a test, all else being equal?","Decreasing the sample size would increase power because smaller samples produce more extreme outcomes.","Keeping the sample size the same would always keep the power at exactly 0.50.","Increasing the sample size would increase power because more data make real effects easier to detect.","Changing the sample size would affect only alpha and would not affect power.",20,3,,,,,,,,,,,,,,,,,,
24,"Which statement correctly describes how alpha affects power, all else being equal?","Decreasing alpha increases power because stricter evidence leads to more rejections of the null hypothesis.","Increasing alpha increases power because it becomes easier for the p-value to fall below the cutoff.","Changing alpha does not affect power because power depends only on the sample size.","Keeping alpha at 0.05 guarantees the maximum possible power in every setting.",20,2,,,,,,,,,,,,,,,,,,
25,"How does standard error affect power, all else being equal?","Decreasing the standard error increases power because less variability makes a real difference easier to detect.","Increasing the standard error increases power because more variability creates more signal.","Standard error affects confidence intervals only, so it does not affect power.","Standard error changes Type I error but cannot change Type II error.",20,1,,,,,,,,,,,,,,,,,,
26,"How does the distance between the true parameter value and the null value affect power?","Power is greatest when the true parameter value is exactly equal to the null value.","The distance from the null value does not matter because power depends only on alpha.","Power decreases when the true parameter value moves farther from the null value because extreme results become less stable.","Power increases when the true parameter value is farther from the null value because larger differences are easier to detect.",20,4,,,,,,,,,,,,,,,,,,
27,"Which of the following is NOT one of the four factors from the lesson that affect power?","The sample size is one of the factors that affect power.","The significance level is one of the factors that affect power.","The color used to write the hypotheses is not one of the factors that affect power.","The standard error is one of the factors that affect power.",20,3,,,,,,,,,,,,,,,,,,
28,"Which situation is a Type II error?","Rejecting the null hypothesis when the null hypothesis is actually true is a Type II error.","Failing to reject the null hypothesis when the alternative hypothesis is actually true is a Type II error.","Rejecting the null hypothesis when the alternative hypothesis is actually true is a Type II error.","Failing to reject the null hypothesis when the null hypothesis is actually true is a Type II error.",20,2,,,,,,,,,,,,,,,,,,
29,"Which of these is NOT a true statement about the power of a significance test?","Power depends on the true parameter value when that value differs from the null.","Power is larger when the sample size is larger, all else being equal.","Power helps describe the chance of avoiding a Type II error.","Power is the probability that the null hypothesis is false.",20,4,,,,,,,,,,,,,,,,,,
30,"Which statement about the consequences of Type I and Type II errors is correct?","Which error is more consequential depends on the context and on the real-world costs of each mistake.","A Type I error is always more consequential than a Type II error in every setting.","A Type II error is always more consequential than a Type I error in every setting.","The two errors always have identical consequences because both are statistical mistakes.",20,1,,,,,,,,,,,,,,,,,,
