"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
11,"Which display is most useful for judging the shape condition?","A scatterplot of sample size against mean","A list of p-values from earlier tests","A table of confidence levels and df","A histogram or boxplot for each sample",20,4,,,,,,,,,,,,,,,,,,
12,"What is the point estimate in a CI for mu1 - mu2?","The average of the two sample sizes","The combined SD from the two samples","The difference between the sample means","The difference between the sample medians",20,3,,,,,,,,,,,,,,,,,,
13,"In this setting what is the margin of error?","The estimate divided by the confidence level","The critical value times the standard error","The range of all data values in both groups","The difference between the two sample sizes",20,2,,,,,,,,,,,,,,,,,,
14,"What does the standard error of x-bar1 - x-bar2 describe?","How much the parameter shifts across studies","How much raw values vary within one sample","How much the critical level shifts with df","How much the sample difference varies across samples",20,4,,,,,,,,,,,,,,,,,,
15,"What does the critical value t* mainly control?","How confident we want to be in the estimate","How large the raw data values must be","How many groups are compared in the study","How far apart the sample means already are",20,1,,,,,,,,,,,,,,,,,,
16,"If the confidence level increases what usually happens to the interval?","The center shifts to match the parameter","The sample means move farther apart","The margin of error becomes larger","The standard deviations become smaller",20,3,,,,,,,,,,,,,,,,,,
17,"Why are degrees of freedom usually found with technology here?","They depend only on the confidence level","They are not just one sample size minus one","They exist only when both samples are large","They always equal the smaller sample size",20,2,,,,,,,,,,,,,,,,,,
18,"On a calculator why is pooled usually set to no for this interval?","It is the safest default for this procedure","It makes the two samples line up exactly","It removes the need for random sampling","It changes the interval into a z interval",20,1,,,,,,,,,,,,,,,,,,
19,"Why is pooled yes not the default choice?","It is only allowed when both samples are paired","It changes the parameter into a proportion gap","It works only when both histograms are identical","It needs a different procedure with more assumptions",20,4,,,,,,,,,,,,,,,,,,
20,"Which interpretation of a 95% confidence interval for mu1 - mu2 is correct?","There is a 95% chance the sample difference is the parameter","There is a 95% chance both sample distributions are normal","We are 95% confident the true mean difference is in the interval","We are 95% sure the two sample means will not change",20,3,,,,,,,,,,,,,,,,,,
21,"If an interval for mu1 - mu2 is entirely above 0 what is supported?","The two sample sizes were probably the same","The first population mean is likely higher","The first group probably had more spread","The endpoints are the exact population means",20,2,,,,,,,,,,,,,,,,,,
22,"If a confidence interval for mu1 - mu2 includes 0 what does that suggest?","The procedure needed pooled equals yes","The groups were not selected independently","The sample means must be exactly the same","No population mean difference is plausible",20,4,,,,,,,,,,,,,,,,,,
23,"If you switch from female - male to male - female what changes?","The interval changes sign but keeps the same width","The interval keeps the same sign and center","The interval must use a z critical value","The interval no longer needs the 10% condition",20,1,,,,,,,,,,,,,,,,,,
24,"Which pair can describe the same confidence interval?","p-value and alpha level","sample size and sample SD","Bounds and estimate +/- margin","median and quartile spread",20,3,,,,,,,,,,,,,,,,,,
25,"What is the center of a 2-sample t-interval for mu1 - mu2?","The t critical value from the model","The difference between the sample means","The standard error from the formula","The average of the two sample sizes",20,2,,,,,,,,,,,,,,,,,,
26,"Which statement about standard error is a mistake?","It helps determine the interval margin of error","It depends in part on how large the samples are","It describes how sample differences vary across samples","It measures spread of individual values within one group",20,4,,,,,,,,,,,,,,,,,,
27,"Why does quantitative data point toward a means procedure here?","The parameter of interest is a mean difference","The parameter is a proportion difference","The response must be sorted into categories","The method relies only on counting successes",20,1,,,,,,,,,,,,,,,,,,
28,"Which question helps identify the right inference procedure?","What p-value does the calculator report","What exact values are in the sample","How many groups and what type of data","What labels are used on the graphs",20,3,,,,,,,,,,,,,,,,,,
29,"Which statement best matches the independence condition here?","The group means are close after sampling","Random samples or random assignment created the groups","The histograms look symmetric in both groups","Both sample sizes are above 30 observations",20,2,,,,,,,,,,,,,,,,,,
30,"Which statement about shape conditions is wrong?","Large samples reduce concern about shape","Small samples make outliers more important","Rough symmetry can support normality","One good sample shape is enough for both groups",20,4,,,,,,,,,,,,,,,,,,
