"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
14,The symbol p̂ stands for the:,Sample proportion,Population proportion,Sample mean,Probability of an error,20,1,,,,,,,,,,,,,,,,,,
15,Sampling variability is BEST described as:,The natural variation of a statistic from one random sample to the next,Mistakes researchers make when collecting data,Bias caused by a poorly worded survey question,Changes in the population over time,20,1,,,,,,,,,,,,,,,,,,
16,"X = the sum of two fair dice. Three samples of 5 rolls give means 7, 5.2, and 8.4. Why do the means differ?",Random samples naturally produce different sample means,The dice must be unfairly weighted,The player calculated at least one mean wrong,The mean of dice sums changes from day to day,20,1,,,,,,,,,,,,,,,,,,
17,Knowing the result of one dice roll tells you nothing about the next roll. The rolls are:,Independent,Dependent,Biased,Mutually exclusive,20,1,,,,,,,,,,,,,,,,,,
18,Rolling snake eyes 5 times in a row (a sample mean of 2) has a probability that is:,Virtually zero — extreme sample means are very unlikely,Exactly 0 — it can never happen,About 0.5,The same as getting a sample mean of 7,20,1,,,,,,,,,,,,,,,,,,
19,Two fair dice are rolled. How many equally likely outcomes (ordered pairs) are in the sample space?,36,12,11,6,30,1,,,,,,,,,,,,,,,,,,
20,What is the probability of rolling snake eyes (two 1s) with two fair dice?,1/36 ≈ 0.028,1/6,2/36,1/12,30,1,,,,,,,,,,,,,,,,,,
21,"Five rolls of two dice give sums 7, 5, 9, 6, and 8. What is the sample mean x̄?",7,6,35,8,30,1,,,,,,,,,,,,,,,,,,
22,"For 5 rolls of two dice, a sample mean near 7 is MORE likely than a mean of 2 because:",Many combos give sums near 7; a mean of 2 needs snake eyes every roll,Seven is a lucky number in dice games,The dice remember previous rolls and adjust,All sample means are equally likely,20,1,,,,,,,,,,,,,,,,,,
23,Adult koalas have a true mean weight of 15 lb. One sample of 12 koalas has mean 17 lb. Best interpretation?,"By chance, this sample's mean landed above the true mean of 15",All koalas gained weight that month,The researchers must have weighed them wrong,The true mean weight is actually 17 lb,20,1,,,,,,,,,,,,,,,,,,
24,"Adult koalas have a true mean weight of 15 lb. Zoo researchers sample 12 koalas every month. Over many months, the sample means cluster around:",The true population mean (15 lb),Zero,The weight of the heaviest koala,Whatever last month's sample mean was,20,1,,,,,,,,,,,,,,,,,,
25,A sample of 12 koalas has weights totaling 180 lb. What is the sample mean weight?,15 lb,12 lb,18 lb,168 lb,30,1,,,,,,,,,,,,,,,,,,
26,A dotplot of the 12 individual koala weights in ONE month's sample shows a:,Sample distribution,Sampling distribution,Population distribution,Parameter,20,1,,,,,,,,,,,,,,,,,,
27,"A candidate truly has 51% support. Why might an honest poll of 1,000 voters still show them losing?",The sample proportion varies by chance and can fall below 50%,"Polls of 1,000 people are always biased",Voters change their minds every time a poll is taken,A sample proportion can never equal 51%,20,1,,,,,,,,,,,,,,,,,,
28,A candidate is running for office and polls estimate her support. When is her TRUE level of support among all voters finally known?,"After the election, when every voter's choice is counted","After the first poll of 1,000 voters",As soon as two polls agree with each other,After averaging the first three polls,20,1,,,,,,,,,,,,,,,,,,
29,"A poll of 1,000 voters finds 520 support the candidate. What is the sample proportion p̂?",0.52,0.052,5.2,520,30,1,,,,,,,,,,,,,,,,,,
30,Sampling variability applies to which statistics?,Both sample means and sample proportions,Only sample means,Only sample proportions,Neither — statistics do not vary,20,1,,,,,,,,,,,,,,,,,,
31,Which of the following is a STATISTIC?,The mean weight of 12 randomly sampled koalas,The true mean weight of all adult koalas,The true proportion of all voters supporting a candidate,The population standard deviation of dice sums,20,1,,,,,,,,,,,,,,,,,,
32,Which of the following is a PARAMETER?,The true 51% support among ALL voters,"The 48% support found in one poll of 1,000 voters",The mean of your five dice rolls,A sample mean of 17 lb from 12 koalas,20,1,,,,,,,,,,,,,,,,,,
33,Variation in statistics for samples taken from the same population may be:,"Random, or due to a non-random cause worth investigating",Only random — there is never another cause,Only caused by researcher bias,Impossible if the samples are the same size,20,1,,,,,,,,,,,,,,,,,,
34,Two samples from the same population give very different statistics. What question should you ask FIRST?,Could this difference be explained by random sampling variability?,Which sample should we delete from the data?,Who made the arithmetic mistake?,How do we make every future sample identical?,20,1,,,,,,,,,,,,,,,,,,
35,"According to the lesson, how can we estimate the truth about a population?","Use statistics from random samples, knowing they vary around the truth",Treat one sample's statistic as exactly correct,Avoid random sampling because it creates variation,Only guess — samples tell us nothing about populations,20,1,,,,,,,,,,,,,,,,,,
