"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
10,"Why is that procedure appropriate in this setting?","The response is quantitative and the parameter is a population mean","The response is categorical and the goal is one population proportion","The response is paired and the goal is two dependent proportions","The response is bivariate and the goal is a linear association",20,2,,,,,,,,,,,,,,,,,,
11,"Which requirement is part of checking independence for this test?","The sample standard deviation must stay close to the parameter","The sampling distribution must already look perfectly symmetric","The data must come from a random sample or randomized experiment","The observed sample proportion must stay near the null value",20,3,,,,,,,,,,,,,,,,,,
12,"When sampling without replacement what additional check is needed?","Verify that the sample proportion is close to one half","Verify that the response categories are equally likely","Verify that the sample mean is centered at the null","Verify that n is no more than 10 percent of the population",20,4,,,,,,,,,,,,,,,,,,
13,"Why is the 10 percent condition checked in a one-sample proportion test?","It supports treating observations as approximately independent","It guarantees the alternative hypothesis has the right direction","It forces the sample proportion to match the null benchmark","It shows the variable must be measured on a normal scale",20,1,,,,,,,,,,,,,,,,,,
14,"Which large counts check is correct for a significance test about a population proportion?","Check n times p-hat and n times one minus p-hat are each at least 10","Check n times p0 and n times one minus p0 are each at least 10","Check the observed successes and failures are each at least 10","Check n is at least 30 and the null value is near one half",20,2,,,,,,,,,,,,,,,,,,
15,"Why is p0 used in the large counts condition for a significance test?","Because p0 is always closer to the sample result than p-hat is","Because p0 avoids the need to define the population in context","Because the test begins by assuming the null hypothesis is true","Because p0 makes the sample size condition unnecessary to check",20,3,,,,,,,,,,,,,,,,,,
16,"Which statement correctly describes the counts used in the condition check?","Use the counts actually observed in the sample after data collection","Use the counts expected from the alternative hypothesis direction","Use the counts from the most recent similar study in that population","Use the counts expected if the null benchmark proportion were true",20,4,,,,,,,,,,,,,,,,,,
17,"A student checks normality with p-hat instead of p0 during a significance test. Which topic did the student confuse this with?","The student confused the test check with a confidence interval check","The student confused a proportion test with a mean test","The student confused random selection with random assignment","The student confused a one-sided test with a two-sided test",20,1,,,,,,,,,,,,,,,,,,
18,"When should the direction of the alternative hypothesis be chosen?","After the sample is seen so the strongest pattern can be used","Before data collection based on the research question of interest","After conditions are checked so the benchmark can be adjusted","Before defining p so the population can match the sample result",20,2,,,,,,,,,,,,,,,,,,
19,"Why is choosing Ha after looking at the data a problem?","It makes the null benchmark value too hard to interpret in context","It prevents the 10 percent condition from being checked correctly","It lets the claim be shaped by the sample instead of the study question","It forces the procedure to change from a z test to a t test",20,3,,,,,,,,,,,,,,,,,,
20,"If researchers want evidence that a population proportion is lower than a benchmark then Ha should be:","Ha: p = p0 because the null value must stay in the alternative","Ha: p > p0 because larger values would show the strongest effect","Ha: p not equal to p0 because any change points to a lower value","Ha: p < p0 because only smaller values support that claim",20,4,,,,,,,,,,,,,,,,,,
21,"If a study asks whether a population proportion has changed from a benchmark then the alternative should be:","Ha: p not equal to p0 because change could go either direction","Ha: p > p0 because increases are more general than decreases","Ha: p < p0 because decreases are easier to detect with samples","Ha: p = p0 because change should first appear in the null",20,1,,,,,,,,,,,,,,,,,,
22,"What best describes a one-sided alternative hypothesis?","It compares two sample proportions from different populations","It counts evidence in only one direction away from the benchmark","It requires both successes and failures to equal the null counts","It uses observed data to choose between larger and smaller values",20,2,,,,,,,,,,,,,,,,,,
23,"Which situation can satisfy the first condition even without a random sample?","A convenience sample with a very large sample size was collected","A census of one classroom was used to estimate the whole school","A randomized experiment assigned treatments before responses were measured","A volunteer response sample produced similar counts in each category",20,3,,,,,,,,,,,,,,,,,,
24,"Why do we check the large counts condition before using the z test?","It shows the sample proportion is unbiased for the population value","It proves the population itself has a normal distribution of responses","It guarantees the null hypothesis will not be rejected too easily","It supports a roughly normal model for the sampling distribution of p-hat",20,4,,,,,,,,,,,,,,,,,,
25,"What does p0 represent in a population proportion significance test?","The benchmark population proportion named in the null hypothesis","The sample proportion observed after the data were collected","The long-run average sample size used across repeated studies","The probability that the null hypothesis is actually correct",20,1,,,,,,,,,,,,,,,,,,
26,"A one-sided claim is written with H0: p >= p0 and Ha: p > p0. What value is actually tested?","Any value larger than p0 because the claim is one-sided","The boundary value p = p0 because the test uses equality","The sample value p-hat because the data determine the null","No single value because one-sided tests avoid fixed benchmarks",20,2,,,,,,,,,,,,,,,,,,
27,"What should be established before carrying out the calculation phase of the test?","That the sample statistic already points in the alternative direction","That the parameter can be estimated without defining the population","That randomization 10 percent and large counts requirements are satisfied","That the sample contains equal numbers of expected successes and failures",20,3,,,,,,,,,,,,,,,,,,
28,"Which statement best distinguishes a parameter from a statistic in this topic?","A parameter comes from one sample and a statistic comes from all cases","A parameter is used only in intervals and a statistic is used only in tests","A parameter is the hypothesized sample result and a statistic is the benchmark","A parameter describes the population and a statistic describes the sample",20,4,,,,,,,,,,,,,,,,,,
