"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
10,"The logic of significance testing is used throughout Units 6 through 9 to:","Evaluate whether collected data provide convincing evidence for a statistical claim","Calculate exact population parameters from sample statistics with no remaining error","Determine the minimum sample size needed for any statistical procedure to be valid","Identify whether a variable being studied is categorical or quantitative in nature",25,1,,,,,,,,,,,,,,,,,,
11,"The two major types of statistical inference are:","Confidence intervals to estimate parameters and significance tests to evaluate claims","Point estimates to find exact values and interval estimates to find plausible ranges","Descriptive statistics to summarize data and inferential statistics to make predictions","Sampling distributions to model variation and probability distributions to assign likelihood",25,1,,,,,,,,,,,,,,,,,,
12,"When the goal is to estimate a single population proportion, the appropriate procedure is:","A one-sample z-interval for a population proportion","A two-sample z-interval for a difference in proportions","A one-sample t-interval for a population mean","A chi-square test for goodness of fit",20,1,,,,,,,,,,,,,,,,,,
13,"The 'Random' condition for constructing a confidence interval ensures that:","The sample is representative so that results can be generalized to the population","The sample proportion will always be very close to the true population proportion","The sampling distribution will have a standard deviation that is less than one","The margin of error will be smaller than the confidence level that was chosen",25,1,,,,,,,,,,,,,,,,,,
14,"The 10% condition (n ≤ 10% of N) is checked when sampling without replacement because:","Sampling a large fraction of a population without replacement affects independence","The sample must contain at least 10% of the population to produce useful results","The margin of error formula is only mathematically valid when n is at most 10% of N","The confidence level must always be adjusted when samples exceed 10% of the population",25,1,,,,,,,,,,,,,,,,,,
15,"The Large Counts condition requires np̂ ≥ 10 and n(1 − p̂) ≥ 10 because this:","Ensures the sampling distribution of the sample proportion is approximately normal","Guarantees that the sample was selected randomly from the population of interest","Confirms that the true population proportion falls between 0.10 and 0.90 inclusive","Verifies that the sample size is large enough relative to the total population size",25,1,,,,,,,,,,,,,,,,,,
16,"If a study uses a convenience sample rather than a random sample, the confidence interval:","May not be valid because the sample might not be representative of the population","Will still be valid but will always produce a wider margin of error than expected","Will work correctly provided that the other two required conditions are fully met","Should be calculated using a t-distribution instead of the standard z-distribution",25,1,,,,,,,,,,,,,,,,,,
17,"A sample has 45 successes and only 5 failures out of 50 observations. Which condition is NOT met?","The Large Counts condition, because the number of failures is less than 10","The Random condition, because convenience sampling was used to collect data","The 10% condition, because the sample is too large relative to the population","All three conditions are satisfied since the total sample size is at least 30",25,1,,,,,,,,,,,,,,,,,,
18,"Conditions for inference must be verified BEFORE performing any calculations because:","The formulas and conclusions are valid only when the underlying assumptions are met","Checking conditions is faster than completing the full confidence interval calculation","The conditions determine which specific calculator function should be used for it","The AP exam gives extra credit for showing condition verification before any work",25,1,,,,,,,,,,,,,,,,,,
19,"A confidence interval has the general form:","Point estimate plus or minus the margin of error for the given confidence level","Population parameter plus or minus the standard deviation of the original data","Sample size multiplied by the estimated probability of success in the population","Critical value divided by the square root of the estimated sample proportion",25,1,,,,,,,,,,,,,,,,,,
20,"The margin of error in a confidence interval is calculated as:","The critical value multiplied by the standard error of the sample statistic","The sample proportion divided by the total number of observations in the sample","The population proportion minus the sample proportion, then squared and summed","The confidence level expressed as a decimal multiplied by the total sample size",25,1,,,,,,,,,,,,,,,,,,
21,"The standard error of p̂ estimates:","The standard deviation of the sampling distribution of the sample proportion","The average distance between the sample proportion and the value of zero","The probability that the confidence interval will fail to capture the parameter","The total range of all possible sample proportions from the same population",25,1,,,,,,,,,,,,,,,,,,
22,"We use p̂ instead of p in the standard error formula for a confidence interval because:","We don't know the true population proportion — that is what we're trying to estimate","The sample proportion is always a more accurate value than the population proportion","Using p would give a standard error that is larger than what p̂ would produce","Statistical convention requires that sample statistics be used in all inference work",25,1,,,,,,,,,,,,,,,,,,
23,"A critical value (z*) determines:","How many standard errors wide the interval must be for the desired confidence level","The probability that the sample proportion equals the true population proportion","Whether the sampling distribution is approximately normal or noticeably skewed","The minimum number of observations required to construct a valid confidence interval",25,1,,,,,,,,,,,,,,,,,,
24,"Increasing the confidence level from 90% to 99% while keeping sample size the same will:","Increase the critical value and produce a wider confidence interval overall","Decrease the critical value and produce a narrower confidence interval overall","Not change the width of the interval but will change the interpretation given","Increase the standard error of the statistic but decrease the margin of error",25,1,,,,,,,,,,,,,,,,,,
25,"A confidence interval of (0.45, 0.63) for a population proportion means:","We are confident the true population proportion is captured between 0.45 and 0.63","Exactly 45% to 63% of individuals in the population have the characteristic studied","The sample proportion was 0.45 and the calculated margin of error was 0.63","There is a 45% to 63% probability that this particular interval is correct",25,1,,,,,,,,,,,,,,,,,,
26,"The margin of error in a confidence interval tells us:","How much the sample statistic is likely to vary from the true population parameter","The probability that the confidence interval successfully contains the true parameter","The difference between the largest and smallest observed values in the sample","The number of standard deviations between the sample mean and the interval boundary",25,1,,,,,,,,,,,,,,,,,,
27,"'We are 95% confident' in the context of confidence intervals means:","About 95% of intervals made this way from repeated samples would capture the parameter","There is a 95% probability that the true parameter is inside this specific interval","Exactly 95% of the individuals in the sample fall within the interval boundaries","The sample proportion is within 95% of the exact value of the population proportion",25,1,,,,,,,,,,,,,,,,,,
28,"A confidence interval for a proportion can be used to evaluate a claim by checking:","Whether the claimed value falls inside or outside the calculated confidence interval","Whether the sample proportion is larger or smaller than the value being claimed","Whether the margin of error is greater or less than the specific claimed value","Whether the confidence level is higher or lower than the stated significance level",25,1,,,,,,,,,,,,,,,,,,
29,"When all other factors remain the same, increasing the sample size will:","Decrease the margin of error and produce a narrower confidence interval","Increase the margin of error and produce a wider confidence interval","Change the confidence level but will not affect the interval width","Have no predictable effect on the resulting width of the confidence interval",25,1,,,,,,,,,,,,,,,,,,
30,"The width of a confidence interval for a proportion is exactly equal to:","Twice the margin of error","The standard error of the sample proportion","The critical value squared","Half the total sample size",20,1,,,,,,,,,,,,,,,,,,
31,"When planning a study and determining sample size before data collection, we may use p̂ = 0.5 because:","It produces the largest possible margin of error, providing a safe upper bound for n","It is the most common value of population proportions found in real-world studies","The sample size formula only works correctly when p̂ is set to exactly 0.5","It makes the standard error equal to zero, which simplifies the calculation",25,1,,,,,,,,,,,,,,,,,,
32,"When solving for minimum sample size and the result is n ≥ 246.3, you should use:","n = 247, rounding up to guarantee the margin of error stays within the requirement","n = 246, rounding down to the nearest whole number as is standard practice","n = 246.3 exactly, since sample size does not need to be a whole number value","n = 2463, multiplying by 10 because of the 10% condition for independence",25,1,,,,,,,,,,,,,,,,,,
33,"A researcher wants a narrower confidence interval without changing the confidence level. She should:","Increase the sample size, which will reduce the standard error of the statistic","Decrease the sample size, which will reduce the overall margin of error","Switch to a completely different population that has less natural variability","Replace the confidence interval procedure with a significance test instead",25,1,,,,,,,,,,,,,,,,,,
34,"The confidence interval formula for a proportion does not need to be memorized because:","It can be built from the general CI form and standard error formula on the formula sheet","The AP exam always provides the fully worked-out formula for each specific problem","Statistical calculators automatically determine the correct formula from the data","Only the final numerical answer matters on the exam, not the formula that was used",25,1,,,,,,,,,,,,,,,,,,
35,"A 95% confidence interval for a population proportion is (0.52, 0.68). Which conclusion is best supported?","There is convincing evidence that the population proportion is greater than 0.50","There is convincing evidence that the population proportion is exactly 0.60","There is no evidence about the population proportion since this is just an estimate","The population proportion is definitely between 0.52 and 0.68 with no uncertainty",25,1,,,,,,,,,,,,,,,,,,
