"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
18,"Scores are N(75, 8) and the bottom 10% get extra tutoring. An inverse normal problem would find:",The test score that separates the bottom 10% from the rest,The probability of scoring below 75,The z-score of a student who scored 83,The number of students in the bottom 10%,20,1,,,,,,,,,,,,,,,,,,
19,Machine A makes bolts with mean 5.0 cm (σ = 0.2). Machine B: mean 5.0 cm (σ = 0.1). Which is TRUE?,Machine B is more consistent — its bolts vary less from the target,Machine A is more consistent — larger σ means more precision,Both machines are equally consistent since they have the same mean,We cannot compare consistency without knowing the distributions,20,1,,,,,,,,,,,,,,,,,,
20,"The mean of (Female − Male) race times is +11 minutes. On average, this means:",Males finish about 11 minutes faster than females,Females finish about 11 minutes faster than males,Every female takes exactly 11 minutes longer than every male,Males and females have the same average time,20,1,,,,,,,,,,,,,,,,,,
21,X has mean 100 and Y has mean 40. What is the mean of X − Y?,60,140,Cannot determine without standard deviations,Depends on the sample size,30,1,,,,,,,,,,,,,,,,,,
22,"Independently selected runners: female times σ_F = 15, male times σ_M = 14. The SD of (Female − Male) is:","√(15² + 14²) ≈ 20.5 — add variances, then take the square root",15 − 14 = 1 minute,15 + 14 = 29 minutes,√(15² − 14²) ≈ 5.4 — subtract variances for differences,30,1,,,,,,,,,,,,,,,,,,
23,"For INDEPENDENT variables, why can't you subtract SDs to find the SD of a difference?",Variability from BOTH variables adds to the spread of the difference,Because standard deviations are always negative numbers,"Subtraction only works with means, not any other statistic",You actually CAN subtract SDs for independent variables,20,1,,,,,,,,,,,,,,,,,,
24,"Scores are N(75, 8). The cutoff for the TOP 10% (z ≈ 1.28) is approximately:",75 + 1.28(8) ≈ 85.2,75 − 1.28(8) ≈ 64.8,75 + 8 = 83,1.28,30,1,,,,,,,,,,,,,,,,,,
25,"Independent X and Y: σ_X = 3, σ_Y = 4. The SD of the SUM (X + Y) is:",√(9 + 16) = 5,3 + 4 = 7,4 − 3 = 1,√(16 − 9) ≈ 2.6,30,1,,,,,,,,,,,,,,,,,,
26,"If X and Y are independent and both approximately normal, then X − Y is:",Also approximately normal,Skewed to the right,Uniformly distributed,Not predictable without more information,20,1,,,,,,,,,,,,,,,,,,
27,The sum X + Y of two approximately normal random variables is guaranteed to be approximately normal when X and Y are:,Independent,Both positive,Equal in mean,Measured in the same units,20,1,,,,,,,,,,,,,,,,,,
28,"Female times: μ_F = 81, Male times: μ_M = 70. If a female finishes FASTER than a male, the value (F − M) is:",Negative — her lower time minus his higher time gives a negative result,Positive — faster always means a bigger number,Zero — they finished at the same time,Cannot be determined without the actual times,20,1,,,,,,,,,,,,,,,,,,
29,"To find the probability a randomly selected female finishes FASTER than a male, you compute:",P(F − M < 0),P(F − M > 0),P(F − M = 0),P(F + M < 0),20,1,,,,,,,,,,,,,,,,,,
30,A female finishes at least 15 minutes SLOWER than a male. The difference (F − M) is:,Positive — her larger time minus his smaller time is at least +15,Negative — slower always gives a negative difference,Zero — the 15 minutes cancels out,Exactly −15,20,1,,,,,,,,,,,,,,,,,,
31,A binomial distribution with n = 10 and p = 0.14 is clearly skewed right. This means:,A normal distribution would NOT be a good approximation,The mean equals 10 × 0.14 = 1.4 and that's the most likely outcome,We should use n = 10 anyway since all binomials are approximately normal,The distribution is invalid and we need to collect more data,20,1,,,,,,,,,,,,,,,,,,
32,The same binomial situation (p = 0.14) with n = 75 passes the empirical rule. This shows that:,Larger sample sizes make the normal approximation more appropriate,The probability p changed when we increased n,Normal distributions only work with large populations,The binomial distribution becomes exact when n is large,20,1,,,,,,,,,,,,,,,,,,
33,"To check if a distribution is approximately normal, you should verify that it is:","Unimodal, roughly symmetric, and bell-shaped",Skewed right with a long tail,Bimodal with two clear peaks,Uniform with equal probabilities everywhere,20,1,,,,,,,,,,,,,,,,,,
34,"Beyond checking shape, what additional test can confirm approximate normality?",Check if the data roughly follows the 68-95-99.7 (empirical) rule,Verify that the mean equals the median exactly,Confirm that all values are positive,Check that the range is less than 6 standard deviations,20,1,,,,,,,,,,,,,,,,,,
35,"A distribution is unimodal and roughly symmetric, but only 55% of values fall within 1 SD. Is it approximately normal?","No — a normal distribution should have about 68% within 1 SD, not 55%",Yes — being unimodal and symmetric is sufficient for normality,"Yes — the 68% rule is just a rough guideline, not a requirement",Cannot determine without knowing the sample size,20,1,,,,,,,,,,,,,,,,,,
