"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
14,"Why does lowering confidence level decrease margin of error?","The sample standard deviation gets smaller.","The population mean becomes more stable.","The data graph becomes less skewed.","The critical value becomes smaller.",20,4,,,,,,,,,,,,,,,,,,
15,"If you want to cut margin of error in half what sample size change is needed?","You must double the sample size.","You must triple the sample size.","You must quadruple the sample size.","You must keep the sample size fixed.",20,3,,,,,,,,,,,,,,,,,,
16,"What does a confidence level describe?","The long run success rate of the method.","The chance that one chosen interval works.","The percent of values inside one sample.","The probability the claim is correct.",20,1,,,,,,,,,,,,,,,,,,
17,"Which statement best fits repeated sampling language for confidence level?","Many sample values sit near the true mean.","Many sample means equal the true mean.","Many study claims become true later.","Many similar intervals capture the true mean.",20,4,,,,,,,,,,,,,,,,,,
18,"Why is it wrong to say there is a 95% probability that the true mean is in this interval?","Because the mean changes after the sample is taken.","Because the interval either captures the mean or not.","Because the sample mean must equal the true mean.","Because probability only applies to random samples.",20,2,,,,,,,,,,,,,,,,,,
19,"A claimed mean falls inside a confidence interval. What does that suggest?","The claim is a plausible value for the mean.","The claim has been proven by the sample.","The claim is lower than every likely value.","The claim must be rejected with confidence.",20,1,,,,,,,,,,,,,,,,,,
20,"If every value in the interval is below a claimed mean what does that support?","It supports that the true mean equals the claim.","It supports that the sample was not random.","It supports that the true mean is less than the claim.","It supports that the confidence level was too low.",20,3,,,,,,,,,,,,,,,,,,
21,"If every value in the interval is above a benchmark what conclusion is reasonable?","There is evidence the sample mean equals the benchmark.","There is evidence the population mean exceeds the benchmark.","There is evidence the margin of error is too wide.","There is evidence the interval should use z not t.",20,2,,,,,,,,,,,,,,,,,,
22,"Before comparing a claim to an interval what must match?","The sample size and the confidence level","The graph shape and the random seed","The sample mean and the population mean","The units of the claim and the interval",20,4,,,,,,,,,,,,,,,,,,
23,"Which step belongs in a full confidence interval solution before calculations?","Define the parameter and choose the procedure.","Announce the claim and skip the conditions.","Round the data and estimate the p-value.","State the answer and infer the sample size.",20,1,,,,,,,,,,,,,,,,,,
24,"Which condition is specifically tied to the sample distribution for small samples?","The population size is at least 10 times n.","The sample mean is close to the claim value.","The data show no strong skewness or outliers.","The interval uses a confidence level above 90%.",20,3,,,,,,,,,,,,,,,,,,
25,"How does a confidence interval differ from using a claim alone?","An interval proves a mean while a claim adds context.","An interval uses percentages while a claim uses averages.","An interval needs random data while a claim needs none.","An interval estimates a mean while a claim sets a target.",20,4,,,,,,,,,,,,,,,,,,
26,"Why are narrower confidence intervals usually preferred?","They guarantee the true mean is included.","They give a more precise estimate of the mean.","They remove the need to justify conditions.","They prove the sample mean is unbiased.",20,2,,,,,,,,,,,,,,,,,,
27,"Which response correctly interprets a confidence level rather than an interval?","About 95% of similar intervals would capture the true mean.","This interval has a 95% chance to capture the true mean.","The sample mean has a 95% chance to equal the true mean.","About 95% of sample values fall inside this interval.",20,1,,,,,,,,,,,,,,,,,,
28,"What is the best reason to use the same sample size in repeated sampling language?","It keeps the population mean changing at one rate.","It keeps every sample distribution perfectly normal.","It keeps the procedure conditions comparable each time.","It keeps the point estimate equal in every sample.",20,3,,,,,,,,,,,,,,,,,,
