"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
11,"For H = storms until the first hurricane (p = 0.41), P(H≤3) = 0.41 + (0.59)(0.41) + (0.59)²(0.41) = 0.795 means:",There's a 79.5% chance the first hurricane occurs by the 3rd storm,Exactly 79.5% of storms become hurricanes,3 hurricanes will form on average,The probability increases with each storm,20,1,,,,,,,,,,,,,,,,,,
12,What is the formula for the mean of a geometric distribution?,μ = 1/p,μ = p,μ = np,μ = 1/(1-p),20,1,,,,,,,,,,,,,,,,,,
13,"If p = 0.41 (probability storm becomes hurricane), the mean of the geometric distribution is:",1/0.41 = 2.44 storms,0.41 storms,1 - 0.41 = 0.59 storms,√(0.59)/0.41 = 1.87 storms,30,1,,,,,,,,,,,,,,,,,,
14,"For H = number of tropical storms until the first hurricane (p = 0.41), the mean μ = 1/0.41 = 2.44 storms means:","On average, it takes 2.44 storms to get the first hurricane",Exactly 2.44 storms become hurricanes each season,The probability is 2.44%,2.44 is the standard deviation,20,1,,,,,,,,,,,,,,,,,,
15,What is the formula for the standard deviation of a geometric distribution?,σ = √(1-p) / p,σ = √p / (1-p),σ = 1/p,σ = √[np(1-p)],20,1,,,,,,,,,,,,,,,,,,
16,"If p = 0.41, the geometric standard deviation σ = √(0.59)/0.41 equals approximately:",1.87 storms,2.44 storms,0.59 storms,0.41 storms,30,1,,,,,,,,,,,,,,,,,,
17,"For storms until the first hurricane (p = 0.41), σ = 1.87 storms means:",Storms until first hurricane typically vary by 1.87 from the mean,Exactly 1.87 storms will occur,The probability is 1.87%,1.87 hurricanes form on average,20,1,,,,,,,,,,,,,,,,,,
18,20% of prairie dog litters are 'large' (4+ pups). P(5th litter is first large) uses:,Geometric with p = 0.20,Binomial with n = 5 and p = 0.20,Geometric with p = 0.80,Binomial with n = 20 and p = 0.05,20,1,,,,,,,,,,,,,,,,,,
19,"For X = number of prairie dog litters until the first large litter (p = 0.20), P(X=5) = (0.8)^4(0.2) = 0.082 means:",There's an 8.2% chance the 5th litter is the first large one,5 large litters will occur,The probability of a large litter is 8.2%,82% of litters are large,20,1,,,,,,,,,,,,,,,,,,
20,The expected number of litters until the first large one (p=0.20) is:,1/0.20 = 5 litters,0.20 litters,5 × 0.20 = 1 litter,1/0.80 = 1.25 litters,30,1,,,,,,,,,,,,,,,,,,
21,22% of tropical storms become major hurricanes. Expected storms until first major hurricane:,Mean of the geometric distribution: 1/0.22 = 4.55 storms,Binomial mean: 18 × 0.22 = 3.96,22 storms,1 storm,30,1,,,,,,,,,,,,,,,,,,
22,P(7th storm is first major hurricane) = (0.78)^6(0.22) = 0.0495 means:,There's about a 5% chance the 7th storm is the first major hurricane,7 major hurricanes will form,49.5% of storms become major hurricanes,The expected value is 0.0495,20,1,,,,,,,,,,,,,,,,,,
23,Which of these is NOT a condition of the geometric setting?,A fixed number of trials,Two possible outcomes on each trial,Independent trials,The same probability of success on each trial,20,1,,,,,,,,,,,,,,,,,,
24,"For prairie dog litters with p = 0.20 of being large, P(the 2nd litter is the first large one) = ?",(0.80)(0.20) = 0.16,(0.20)(0.20) = 0.04,(0.80)²(0.20) = 0.128,(0.80)² = 0.64,30,1,,,,,,,,,,,,,,,,,,
25,Which question suggests binomial? 'What is the probability that...',...exactly 5 of 10 patients recover?,...the 5th patient is the first to recover?,...we need to treat until one recovers?,...recovery occurs on the third attempt?,20,1,,,,,,,,,,,,,,,,,,
26,Which question suggests geometric? 'What is the probability that...',...the 3rd patient is the first to recover?,...exactly 3 of 10 patients recover?,...at least 3 patients recover?,...fewer than 3 patients recover?,20,1,,,,,,,,,,,,,,,,,,
27,"For geometric, the possible values of X are:","1, 2, 3, 4, ... (no upper limit)","0, 1, 2, 3, ... up to n",Only 1 through 10,Any real number,20,1,,,,,,,,,,,,,,,,,,
28,Why can geometric X never equal 0?,You need at least 1 trial to get your first success,Zero is not a counting number,The formula doesn't work for x=0,P(X=0) is always 1,20,1,,,,,,,,,,,,,,,,,,
29,"With p = 0.41, what is P(H = 1), the probability the very first storm is a hurricane?",0.41,0.59,(0.59)(0.41) = 0.242,(0.59)^0 = 1,30,1,,,,,,,,,,,,,,,,,,
30,The geometric mean formula μ = 1/p makes sense because:,Higher p means fewer trials needed on average,Higher p means more trials needed,The mean equals the probability,It's derived from the binomial formula,20,1,,,,,,,,,,,,,,,,,,
31,"In a geometric setting, it takes 2 trials on average to get the first success. What is p?",p = 1/2 = 0.5,p = 2,p = 0.25,p = 0.05,30,1,,,,,,,,,,,,,,,,,,
32,A geometric distribution has p = 0.1. Its standard deviation √(1-0.1)/0.1 is approximately:,About 9.49 trials,About 10 trials,About 0.95 trials,About 90 trials,30,1,,,,,,,,,,,,,,,,,,
33,A smaller p in geometric distribution means:,More trials expected until first success,Fewer trials expected until first success,No change in expected trials,The distribution becomes binomial,20,1,,,,,,,,,,,,,,,,,,
34,"If P(H ≤ 3) = 0.795, what is the probability the first hurricane comes AFTER the 3rd storm?",1 - 0.795 = 0.205,0.795,(0.59)^3(0.41) = 0.084,0.41,30,1,,,,,,,,,,,,,,,,,,
35,'It typically takes about 5 litters to see the first large one' (p = 0.20) is interpreting:,"The mean of the geometric distribution, μ = 1/p",The geometric probability formula,The binomial mean μ = np,The probability of success p,20,1,,,,,,,,,,,,,,,,,,
