"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
12,"A population is strongly left-skewed. With a sample size of 10 the sampling distribution of x-bar is:","Not necessarily normal since the population is not normal and n is less than 30","Approximately normal because the Central Limit Theorem applies to all sample sizes","Exactly normal because sample means always follow a normal distribution","Left-skewed with the same degree of skewness as the original population",25,1,,,,,,,,,,,,,,,,,,
13,"The Central Limit Theorem says that when the sample size is large enough:","The sampling distribution of x-bar is approximately normal regardless of the population shape","The population itself becomes approximately normal as more samples are collected","The sample standard deviation will exactly equal the population standard deviation","Individual observations within the sample will follow a normal distribution",25,1,,,,,,,,,,,,,,,,,,
14,"For the sampling distribution of x-bar to be approximately normal you need:","Either a normal population OR a sample size of at least 30","Both a normal population AND a sample size of at least 30","Only a sample size of at least 30 regardless of the population shape","Only a normal population regardless of the sample size being used",25,1,,,,,,,,,,,,,,,,,,
15,"Comparing means to proportions: the normality condition for x-bar requires:","Normal population or n at least 30","np at least 10 and n(1-p) at least 10","Both population values to exceed 10","A sample size greater than the population SD",25,1,,,,,,,,,,,,,,,,,,
16,"The normality condition for p-hat uses Large Counts. The normality condition for x-bar uses:","Normal population or CLT","Large Counts","The 10 percent rule","Identical criteria to p-hat",25,1,,,,,,,,,,,,,,,,,,
17,"Both the sampling distribution of x-bar and the sampling distribution of p-hat share which condition for the SD formula?","The 10 percent condition","The Large Counts condition","The Central Limit Theorem","The requirement that the population is normal",25,1,,,,,,,,,,,,,,,,,,
18,"When interpreting the mean of the sampling distribution of x-bar you must reference:","All possible random samples of that size from the population","Only the single sample that was actually collected from the population","The population distribution without any mention of sampling","The formula used to calculate the mean of the sampling distribution",25,1,,,,,,,,,,,,,,,,,,
19,"A correct interpretation of the mean of the sampling distribution must include:","Context and units","Only the numerical value","A reference to the Central Limit Theorem","The sample size and population size",25,1,,,,,,,,,,,,,,,,,,
20,"When interpreting the SD of the sampling distribution you should use the word:","Typically","Exactly","Always","Certainly",25,1,,,,,,,,,,,,,,,,,,
21,"Sigma sub x-bar equals 0.5 means that the sample means:","Typically vary by about 0.5 from the population mean","Are always exactly 0.5 away from the population mean","Have a range of 0.5 between the smallest and largest possible values","Will never be more than 0.5 away from the population mean",25,1,,,,,,,,,,,,,,,,,,
22,"Knowing how much x-bar typically varies from mu is important because it:","Is the foundation for confidence intervals and significance tests","Proves that the sample mean always equals the population mean","Allows us to determine the exact population mean from a single sample","Shows that larger samples are always more biased than smaller samples",25,2,,,,,,,,,,,,,,,,,,
23,"To find the probability that x-bar falls in a certain range you first:","Calculate a z-score using the mean and SD of the sampling distribution","Calculate a z-score using the population mean and population SD","Look up the sample mean directly in the standard normal table","Multiply the sample mean by the sample size to convert it to a count",25,1,,,,,,,,,,,,,,,,,,
24,"When calculating a z-score for x-bar the denominator should be:","The SD of the sampling distribution which is sigma over root n","The population SD sigma without any adjustment","The sample standard deviation calculated from the data","The square of the population variance divided by n",25,1,,,,,,,,,,,,,,,,,,
25,"A z-score of 2.45 for a sample mean tells you that:","The sample mean is 2.45 standard deviations above the mean of the sampling distribution","The sample mean is 2.45 times larger than the population mean","There is a 2.45 percent chance of observing this sample mean","The sample mean is exactly 2.45 units above the population mean",25,1,,,,,,,,,,,,,,,,,,
26,"An individual value that is 1 SD above the population mean is not surprising. An average of 30 values that is 1 SD above the population mean IS surprising. Why?","Averages have a much smaller SD than individuals so 1 SD means different things","The SD is defined differently for individuals and averages in ways that make averages more extreme","The Central Limit Theorem only applies to large values not to averages near the mean","Individual values and averages are compared to different population means",25,1,,,,,,,,,,,,,,,,,,
27,"If you increase the sample size from 10 to 40 the SD of the sampling distribution of x-bar will:","Be cut in half","Stay the same","Double","Be cut to one quarter",25,1,,,,,,,,,,,,,,,,,,
28,"Increasing the sample size makes the sampling distribution of x-bar:","Narrower and more concentrated around mu","Wider and more spread out around mu","Taller but with the same width as before","Shifted to the right of the population mean",25,1,,,,,,,,,,,,,,,,,,
29,"If you increase the sample size the probability of getting a sample mean far from mu:","Decreases","Increases","Stays the same","Depends on the population shape only",25,1,,,,,,,,,,,,,,,,,,
30,"A sample mean of 52 from a population with mu equals 50 and sigma equals 8. With n equals 16 the z-score is:","1.00","0.25","2.00","4.00",25,1,,,,,,,,,,,,,,,,,,
31,"For that same situation (z equals 1.00) the probability of getting a sample mean of 52 or higher is about:","0.16","0.50","0.84","0.025",25,1,,,,,,,,,,,,,,,,,,
32,"A probability of 0.16 for an observed sample mean would be considered:","Not unusual since about 16% of all samples would produce this result or more extreme","Very unusual since any probability below 0.50 is considered rare","Exactly on the boundary between unusual and not unusual","Impossible to classify without knowing the sample size",25,1,,,,,,,,,,,,,,,,,,
33,"A probability of 0.003 for an observed sample mean would be considered:","Very unusual","Moderately unusual","Not unusual","Impossible to interpret",25,1,,,,,,,,,,,,,,,,,,
34,"The concept of whether a sample mean is unusual connects directly to:","Significance tests in later units","Calculating the population mean","Determining the sample size needed","Choosing between categorical and quantitative variables",25,1,,,,,,,,,,,,,,,,,,
35,"A population has mu equals 100 and sigma equals 20. For n equals 25 which is true about the sampling distribution of x-bar?","Mean equals 100 and SD equals 4","Mean equals 4 and SD equals 100","Mean equals 100 and SD equals 20","Mean equals 100 and SD equals 0.8",25,1,,,,,,,,,,,,,,,,,,
