"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
18,"If the parameter is redefined from group 1 minus group 2 to group 2 minus group 1, what stays the same?","The direction of the comparison and the sign of the interval.","The interval width, even though the signs of the endpoints reverse.","The choice between z and t procedures for the same data.","The need to check only one group's counts before calculating.",20,2,,,,,,,,,,,,,,,,,,
19,"Which statement best describes the margin of error?","It describes how far the statistic may vary from the parameter at that confidence level.","It describes how far the sample size may vary from the population in repeated studies.","It describes how far the confidence level may vary from the critical value in one study.","It describes how far the population proportion may vary from the sample proportion exactly.",20,1,,,,,,,,,,,,,,,,,,
20,"How is the margin of error found for this confidence interval?","Subtract the two sample sizes and divide by the confidence level.","Add the two sample proportions and multiply by the sample size.","Multiply the critical value by the standard error of the statistic.","Multiply the point estimate by the standard deviation of the population.",20,3,,,,,,,,,,,,,,,,,,
21,"What does the standard error estimate in this topic?","The average size of the two samples in the study.","The spread of the sampling distribution of p-hat1 minus p-hat2.","The exact distance from the interval center to the true value.","The percent of outcomes counted as successes in both groups.",20,2,,,,,,,,,,,,,,,,,,
22,"Which formula structure correctly describes the confidence interval?","Point estimate plus or minus margin of error.","Critical value plus or minus difference in sample sizes.","Population parameter plus or minus sampling error exactly.","Sample size plus or minus standard deviation of the parameter.",20,1,,,,,,,,,,,,,,,,,,
23,"Which resource can help students reconstruct this interval formula on the AP exam?","A binomial table for one categorical variable.","A calculator shortcut that replaces the formula sheet.","A list of common errors from old AP Statistics exams.","The general interval template and standard error formulas on the sheet.",20,4,,,,,,,,,,,,,,,,,,
24,"When interpreting the interval, what parameter is being estimated?","The difference between the two sample counts of successes.","The probability that both population proportions are identical.","The difference between the two population proportions.","The average of the two sample proportions from the study.",20,3,,,,,,,,,,,,,,,,,,
25,"If a confidence interval for p1 minus p2 is entirely above 0, what is supported?","Plausible values suggest p1 is greater than p2 in the populations.","Plausible values suggest p1 and p2 are equal in the populations.","Plausible values suggest p1 is smaller than p2 in the populations.","Plausible values suggest no comparison can be made from the interval.",20,1,,,,,,,,,,,,,,,,,,
26,"If a confidence interval for p1 minus p2 includes 0, what is reasonable?","A real difference is certain, but the interval hid which side was larger.","No real difference remains plausible because zero is in the interval.","The procedure failed because a valid interval can never contain zero.","The point estimate must equal zero whenever the interval contains zero.",20,2,,,,,,,,,,,,,,,,,,
27,"Which statement is the best interpretation of a 95 percent confidence interval?","There is a 95 percent chance the sample proportions were selected correctly.","Exactly 95 percent of future samples will have the same interval endpoints.","We are 95 percent confident the interval captures the true difference in proportions.","The true difference has a 95 percent probability of equaling the point estimate.",20,3,,,,,,,,,,,,,,,,,,
28,"Which situation meets the shape condition for the two-sample z-interval?","One group has nine successes, but both groups have large sample sizes.","One group has ten successes, but the other group has eight failures.","Both groups have random assignment, so counts do not matter anymore.","Both groups have at least ten observed successes and at least ten observed failures.",20,4,,,,,,,,,,,,,,,,,,
29,"Which mistake shows a misunderstanding of the procedure choice?","Using a two-sample z-interval after checking random assignment and counts.","Using a one-sample proportion interval when the goal is p1 minus p2.","Using a two-sample z-interval when two independent random samples are used.","Using a two-sample z-interval when the response is categorical in both groups.",20,2,,,,,,,,,,,,,,,,,,
30,"Why do confidence intervals use an interval instead of a single number estimate?","They account for uncertainty by giving a range of plausible parameter values.","They remove uncertainty by making the sample statistic equal the parameter.","They avoid assumptions by ignoring both randomness and sample design.","They guarantee the population value matches the interval midpoint exactly.",20,1,,,,,,,,,,,,,,,,,,
