"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
21,"What is the FIRST step in designing a simulation?","Describe how random digits will represent the outcomes","Calculate the theoretical probability mathematically","Perform thousands of trials using technology","Analyze the results and draw final conclusions",20,1,,,,,,,,,,,,,,,,,,
22,"Assigning digits 1-82 to represent 'made shot' and 83-100 to represent 'missed shot' is an example of:","Describing how random digits will imitate the trial","Calculating the relative frequency of outcomes","Determining the theoretical probability value","Recording the results of each simulation trial",20,1,,,,,,,,,,,,,,,,,,
23,"In a simulation, what must you do after assigning digits to outcomes?","Perform many trials and calculate relative frequency","Determine the exact theoretical probability","Prove that the simulation matches reality perfectly","Reduce the number of possible outcomes",20,1,,,,,,,,,,,,,,,,,,
24,"Why must simulations involve MANY trials rather than just a few?","Variability means single trials don't give reliable estimates","A few trials always give the exact true probability","More trials increase the randomness of outcomes","Single trials are always perfectly representative",20,1,,,,,,,,,,,,,,,,,,
25,"If a simulation of 200 trials shows 13 successes, the estimated probability is:","13/200 = 6.5%","200/13 = 15.4%","13 × 200 = 2600%","(200 - 13)/200 = 93.5%",20,1,,,,,,,,,,,,,,,,,,
26,"Calculating successes divided by total trials gives you the:","Relative frequency or simulated probability","Theoretical probability or expected value","Sample space or outcome set","Confidence interval or margin of error",20,1,,,,,,,,,,,,,,,,,,
27,"A random number generator produces values from 1 to 100. To model an 82% success rate, which numbers should represent success?","1 through 82 represent success","1 through 18 represent success","83 through 100 represent success","Only even numbers represent success",20,1,,,,,,,,,,,,,,,,,,
28,"To model a 25% probability using digits 1-100, you would assign success to:","Numbers 1 through 25 only","Numbers 1 through 75 only","Numbers 26 through 100 only","Numbers 1, 25, 50, and 75 only",20,1,,,,,,,,,,,,,,,,,,
29,"When using a table of random digits to simulate 82% probability, you should use:","Two-digit numbers from 01-82 for success","Single digits from 1-8 for success","Three-digit numbers for more accuracy","Only the first digit of each number",20,1,,,,,,,,,,,,,,,,,,
30,"In probability, individual outcomes are unpredictable, but patterns emerge:","In the long run after many repetitions","Immediately after just one or two trials","Only when using theoretical calculations","Never - all outcomes remain unpredictable",20,1,,,,,,,,,,,,,,,,,,
31,"Rolling a die and getting a 4 is an example of:","An outcome - the result of one trial","An event - a collection of outcomes","A simulation - a model of random behavior","A probability - the likelihood of something",20,1,,,,,,,,,,,,,,,,,,
32,"Rolling a prime number (2, 3, or 5) on a die is an example of:","An event - a collection of outcomes","An outcome - a single result","A random process - a chance situation","A simulation - a modeled experiment",20,1,,,,,,,,,,,,,,,,,,
33,"The Law of Large Numbers helps explain why:","Casinos profit in the long run despite individual wins","Each spin of a roulette wheel is predictable","Gamblers can beat the house with the right strategy","Streaks indicate the wheel is not truly random",20,1,,,,,,,,,,,,,,,,,,
34,"Which is TRUE about the relationship between trials and probability?","More trials bring simulated probability closer to true probability","Fewer trials give more accurate probability estimates","The number of trials has no effect on accuracy","More trials increase variability in results",20,1,,,,,,,,,,,,,,,,,,
35,"What is a SAMPLE SPACE in probability?","The collection of all possible non-overlapping outcomes","A single result from one trial of an experiment","The probability that an event will occur","A subset of outcomes that we are interested in",20,1,,,,,,,,,,,,,,,,,,
36,"The collection of all possible outcomes for a random process is called the:","Event","Sample Space","Complement","Probability Distribution",20,2,,,,,,,,,,,,,,,,,,
37,"If you flip a single coin, what is the sample space?","S = {Heads, Tails}","S = {1, 2}","S = {Win, Lose}","S = {0.5}",20,1,,,,,,,,,,,,,,,,,,
38,"What is the sample space when rolling a standard six-sided die?","S = {1, 2, 3, 4, 5, 6}","S = {1, 6}","S = {even, odd}","S = {low, high}",20,1,,,,,,,,,,,,,,,,,,
39,"If you flip two coins, how many outcomes are in the sample space?","4 outcomes: HH, HT, TH, TT","2 outcomes: Heads, Tails","3 outcomes: 2H, 1H1T, 2T","6 outcomes: H1, H2, T1, T2, HT, TH",20,1,,,,,,,,,,,,,,,,,,
40,"When rolling two dice, how many total outcomes are in the sample space?","36 outcomes (6 × 6)","12 outcomes (6 + 6)","11 outcomes (sums 2-12)","2 outcomes (one per die)",20,1,,,,,,,,,,,,,,,,,,
41,"For equally likely outcomes, how do you calculate P(A)?","Outcomes in event A divided by total outcomes in sample space","Total outcomes divided by outcomes in A","Outcomes in A multiplied by total outcomes","Total outcomes minus outcomes in A",20,1,,,,,,,,,,,,,,,,,,
42,"A bag contains 3 red and 7 blue marbles. What is P(red)?","3/10 = 0.30","7/10 = 0.70","3/7 ≈ 0.43","10/3 ≈ 3.33",20,1,,,,,,,,,,,,,,,,,,
43,"If 431 out of 2,105 albums sold are jazz, what is P(jazz)?","431/2105 ≈ 0.205","2105/431 ≈ 4.88","431 × 2105 = 907,255","(2105-431)/2105 ≈ 0.795",20,1,,,,,,,,,,,,,,,,,,
44,"A probability must always be a number between:","0 and 1, inclusive","−1 and 1, inclusive","0 and 100, inclusive","1 and infinity",20,1,,,,,,,,,,,,,,,,,,
45,"A probability of 0 means the event is:","Impossible - it can never happen","Certain - it will always happen","Unlikely but still possible","Equally likely to happen or not",20,1,,,,,,,,,,,,,,,,,,
46,"A probability of 1 means the event is:","Certain - it will always happen","Impossible - it can never happen","Rare but possible","The most common outcome",20,1,,,,,,,,,,,,,,,,,,
47,"What is the COMPLEMENT of an event A?","The event that A does NOT happen","The event that A definitely happens","Another way to write event A","The probability of event A",20,1,,,,,,,,,,,,,,,,,,
48,"The complement of event A is often written as:","A' or A^c (meaning 'not A')","A+ or A^2","P(A) or Pr(A)","S or S'",20,1,,,,,,,,,,,,,,,,,,
49,"What is the formula for the probability of the complement of A?","P(A') = 1 − P(A)","P(A') = P(A) + 1","P(A') = P(A) × 2","P(A') = P(A) / 2",20,1,,,,,,,,,,,,,,,,,,
50,"If P(rain) = 0.30, what is P(no rain)?","0.70 (calculated as 1 − 0.30)","0.30 (same as rain)","1.30 (calculated as 1 + 0.30)","0.09 (calculated as 0.30²)",20,1,,,,,,,,,,,,,,,,,,
51,"If P(jazz) ≈ 0.205, what is P(not jazz)?","0.795 (calculated as 1 − 0.205)","0.205 (same as jazz)","1.205 (calculated as 1 + 0.205)","0.410 (calculated as 0.205 × 2)",20,1,,,,,,,,,,,,,,,,,,
52,"In a valid probability distribution, all probabilities must sum to:","1 (or 100%)","0","The number of outcomes","Any value between 0 and 1",20,1,,,,,,,,,,,,,,,,,,
53,"If probabilities in a distribution sum to 0.999, this is likely due to:","Rounding error - it's still valid if exact fractions sum to 1","An invalid distribution that must be recalculated","Missing outcomes from the sample space","Calculation errors that need to be fixed",20,1,,,,,,,,,,,,,,,,,,
54,"Probability can be interpreted as the relative frequency of an event:","In the long run after many repetitions","After exactly one trial","Only when using theoretical calculations","When outcomes are not equally likely",20,1,,,,,,,,,,,,,,,,,,
55,"If P(selecting a jazz album) = 0.205, this means:","About 20.5% of randomly selected albums will be jazz in the long run","Exactly 205 out of every 1000 selections will be jazz","The next album selected has a 20.5% better chance of being jazz","Jazz albums cost 20.5% more than other albums",20,1,,,,,,,,,,,,,,,,,,
56,"The letter S is commonly used to represent:","The sample space","A simulation","The sum of probabilities","A specific event",20,1,,,,,,,,,,,,,,,,,,
57,"Which correctly shows the sample space for selecting a vowel?","S = {A, E, I, O, U}","S = {A, B, C, D, E}","S = {vowel, consonant}","S = {1, 2, 3, 4, 5}",20,1,,,,,,,,,,,,,,,,,,
58,"If event A has 50 outcomes and the sample space has 200 outcomes, P(A) equals:","50/200 = 0.25","200/50 = 4.00","200 − 50 = 150","50 + 200 = 250",20,1,,,,,,,,,,,,,,,,,,
59,"What is P(A') if P(A) = 0.65?","0.35","0.65","1.65","−0.65",20,1,,,,,,,,,,,,,,,,,,
60,"If a probability distribution has 5 outcomes with equal probability, each probability is:","1/5 = 0.20","5/1 = 5.00","1 − 5 = −4","5 × 5 = 25",20,1,,,,,,,,,,,,,,,,,,
