"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
15,"After failing to reject H0 what should the conclusion say?","There is convincing statistical evidence for the alternative in context.","There is exact numerical proof that the null is true in context.","There is not convincing statistical evidence for the alternative in context.","There is no need to discuss the population claim in context.",20,3,,,,,,,,,,,,,,,,,,
16,"Why should the order of subtraction be stated clearly?","It determines the sign of the difference and the meaning of Ha.","It makes the pooled proportion equal to each sample proportion.","It decides whether the data came from random samples.","It guarantees the p-value will be smaller than alpha.",20,1,,,,,,,,,,,,,,,,,,
17,"Which statement defines p1 correctly for this kind of test?","p1 is the sample success proportion from group 1 in this study.","p1 is the true population success proportion for group 1.","p1 is the number of observed successes in group 1 from this study.","p1 is the pooled success proportion across both groups here.",20,2,,,,,,,,,,,,,,,,,,
18,"Which statement shows a common error when defining parameters?","Calling p1 and p2 the population proportions of interest.","Calling p1 - p2 a parameter about two populations.","Calling the subtraction order part of the parameter setup.","Calling p1 and p2 the sample proportions from the data.",20,4,,,,,,,,,,,,,,,,,,
19,"Which procedure name matches this inference method?","two-sample z test for a difference in proportions.","one-sample z test for a population proportion.","matched pairs t test for a mean difference.","chi-square test for a population distribution.",20,1,,,,,,,,,,,,,,,,,,
20,"What should be checked before calculating the test statistic?","Check that the p-value is below the chosen alpha.","Check that each sample proportion is exactly the same.","Check that conditions for inference have been met.","Check that the alternative has already been supported.",20,3,,,,,,,,,,,,,,,,,,
21,"For the large counts condition in this test what must be at least 10?","observed successes and failures in each sample.","expected successes and expected failures in each group.","observed successes in one group and expected failures in the other.","expected differences and observed z values in both groups.",20,2,,,,,,,,,,,,,,,,,,
22,"Why are expected counts based on the pooled proportion in this test?","Because the alternative treats both groups as opposite outcomes.","Because the sample proportions must always be averaged equally.","Because confidence intervals always require one pooled rate.","Because the null treats both groups as sharing one common proportion.",20,4,,,,,,,,,,,,,,,,,,
23,"Which statement about a small p-value is most accurate?","It means the observed result would be unusual if H0 were true.","It means the null hypothesis has a small chance of being true.","It means the alternative hypothesis has now been proved true.","It means the sample sizes were too small for any inference.",20,1,,,,,,,,,,,,,,,,,,
24,"Which statement about a large p-value is most accurate?","It means the null hypothesis is definitely correct now.","It means the pooled proportion was computed incorrectly.","It means the observed result is plausible under H0.","It means the alternative should have been one-sided instead.",20,3,,,,,,,,,,,,,,,,,,
25,"Which step belongs in a complete significance test write-up?","Replace the null with a confidence interval before testing.","Choose the tail after seeing which sample proportion is larger.","Round the p-value before checking any conditions at all.","Define the parameters and state the direction of subtraction.",20,4,,,,,,,,,,,,,,,,,,
26,"Which statement about the test formula is correct?","It must be memorized because the sheet omits every needed part.","It can be built from the general test statistic and standard error forms.","It changes whenever the null hypothesis uses a zero difference.","It works only when both samples happen to have the same size.",20,2,,,,,,,,,,,,,,,,,,
27,"Which conclusion wording fits a rejected two-sided test?","There is convincing statistical evidence that the population proportions differ.","There is convincing statistical evidence that group 1 is larger.","There is convincing statistical evidence that the null is probably true.","There is convincing statistical evidence that the sample means differ.",20,1,,,,,,,,,,,,,,,,,,
28,"Which conclusion wording fits a rejected greater than test?","There is convincing statistical evidence that p1 is less than p2.","There is convincing statistical evidence that p1 equals p2.","There is convincing statistical evidence that p1 is greater than p2.","There is convincing statistical evidence that p-hat1 exceeds p-hat2.",20,3,,,,,,,,,,,,,,,,,,
29,"Why should a p-value interpretation mention chance alone?","It proves the two population proportions are exactly the same.","It notes the result could come from random sampling or assignment.","It shows the pooled proportion was chosen after seeing the result.","It guarantees the next sample will show the same difference.",20,2,,,,,,,,,,,,,,,,,,
30,"Which statement about a p-value is incorrect?","It is found from the z statistic and a normal model.","It depends on whether the alternative uses one or two tails.","It measures how unusual the sample result is under H0.","It is the probability that the null hypothesis is true.",20,4,,,,,,,,,,,,,,,,,,
31,"What does the numerator of the z statistic compare?","observed sample difference and hypothesized population difference.","pooled population difference and observed sample difference.","observed pooled proportion and hypothesized sample proportion.","hypothesized sample difference and observed pooled proportion.",20,1,,,,,,,,,,,,,,,,,,
32,"Which null hypothesis form is equivalent to H0: p1 = p2?","H0: p-hat1 - p-hat2 = 0 for the observed sample rates.","H0: p1 + p2 = 1 for the combined population rates.","H0: p1 - p2 = 0 for the population difference.","H0: p-hat1 = p-hat2 for the observed sample rates.",20,3,,,,,,,,,,,,,,,,,,
