"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
12,"A researcher obtains a test statistic of z = 0. What does this tell us about the sample?","The sample proportion is exactly equal to the value stated in the null hypothesis","The null hypothesis has been proven true and no further analysis is required","The conditions for performing the significance test have not been properly met","The alternative hypothesis is definitely false and should be immediately rejected",20,1,,,,,,,,,,,,,,,,,,
13,"If the test statistic moves farther from zero, what happens to the p-value?","The p-value gets smaller because the observed result is more unusual under the null hypothesis","The p-value stays the same because it depends only on the direction of the alternative","The p-value increases because extreme results are more common under the null hypothesis","The p-value doubles because both tails must be considered regardless of the alternative",20,1,,,,,,,,,,,,,,,,,,
14,"A smaller p-value indicates which of the following about the evidence in the sample?","Weaker evidence against H0 because small probabilities suggest the data match H0 well","Evidence that the sample size was too small to draw any meaningful conclusions","No change in evidence because p-values do not measure the strength of evidence at all","Stronger evidence against H0 because the data would be very surprising if H0 were true",20,4,,,,,,,,,,,,,,,,,,
15,"Which statement correctly describes how to interpret a p-value?","State the probability of H0 being true and describe what the sample proportion was","Assume H0 is true and state the probability of getting a result this extreme by chance","State the probability that Ha is true given the sample proportion that was observed","Assume Ha is true and state the probability that the sample was randomly selected",20,2,,,,,,,,,,,,,,,,,,
16,"When writing a p-value interpretation, why must you include the phrase 'by chance alone'?","It clarifies that the result could occur due to random sampling variability under H0","It indicates that the researcher did not use any technology to find the p-value","It means the sample was selected using a convenience method rather than random sampling","It shows that no conditions needed to be checked before performing the significance test",20,1,,,,,,,,,,,,,,,,,,
17,"When interpreting a p-value, a student writes 'the probability of getting exactly 60% choosing green.' What is missing?","The student should say the probability of getting the test statistic not the proportion","The student should replace the percentage with the corresponding z-score instead","The student should state the probability of getting less than 60% not 60% itself","The student should include 'or greater' or 'or more extreme' not just the exact value",20,4,,,,,,,,,,,,,,,,,,
18,"Which piece of information must always be included at the start of a p-value interpretation?","A statement that the conditions for the significance test have been properly verified","A statement of the sample proportion and the sample size used in the study design","A statement assuming the null hypothesis is true as the basis for the probability","A statement assuming the alternative hypothesis is true as the basis for the probability",20,3,,,,,,,,,,,,,,,,,,
19,"You can think of the p-value as a type of conditional probability. What is the condition?","The condition is that the sample was randomly selected from the population of interest","The condition is that the alternative hypothesis is the correct claim about the parameter","The condition is that the null hypothesis is true for the population being studied","The condition is that the significance level has been set at 0.05 before testing",20,3,,,,,,,,,,,,,,,,,,
20,"A researcher is testing whether a coin is unfair (Ha: p is not equal to 0.50). The sample gives p-hat = 0.35. Which values count as 'as extreme or more extreme'?","Only sample proportions of 0.35 or less because the observed result was below 0.50","Only sample proportions of 0.65 or greater because we mirror the result above 0.50","Sample proportions of 0.35 or less and also 0.65 or greater in both directions","Sample proportions between 0.35 and 0.65 because those are closer to the null value",20,3,,,,,,,,,,,,,,,,,,
21,"A significance test for a population proportion uses the standard normal (z) distribution to find the p-value. This is appropriate because:","The sampling distribution of p-hat is approximately normal when the conditions are met","The population from which the sample is drawn must follow a normal distribution exactly","The standard normal distribution is the only distribution available on the formula sheet","All hypothesis tests must use the standard normal distribution regardless of the statistic",20,1,,,,,,,,,,,,,,,,,,
22,"On the AP formula sheet, why are both a standard deviation and a standard error listed for p-hat?","The standard deviation uses the true value of p while the standard error uses p-hat instead","The standard deviation is for large samples and the standard error is for small samples","The standard deviation is for one-sided tests and the standard error is for two-sided tests","The standard deviation and standard error formulas always produce the exact same values",20,1,,,,,,,,,,,,,,,,,,
23,"For a significance test about a proportion, which formula do we use from the formula sheet?","The standard error formula with p-hat because it comes directly from the observed data","The standard deviation formula with the null value substituted for p as the true value","Either formula because the choice does not affect the resulting test statistic at all","A completely different formula that is not listed on the formula sheet for proportions",20,2,,,,,,,,,,,,,,,,,,
24,"A student uses p-hat instead of p0 in the denominator of the test statistic. What error have they made?","They calculated a confidence interval margin of error instead of the correct test statistic","They used the wrong distribution to find the p-value from the resulting test statistic","They used the standard error formula when they should have used the standard deviation formula","They accidentally set up a two-sided test when the alternative hypothesis was one-sided",20,3,,,,,,,,,,,,,,,,,,
25,"Which of the following is needed to compute the test statistic for a one-sample z-test for a proportion?","The sample proportion, the null hypothesis value, and the total number of observations","The population proportion, the alternative hypothesis value, and the significance level","The confidence level, the sample proportion, and the margin of error for the estimate","The sample mean, the population standard deviation, and the total number of observations",20,1,,,,,,,,,,,,,,,,,,
26,"A test statistic of z = 2.8 would produce which type of p-value for a one-sided greater-than test?","A large p-value indicating the data are consistent with what H0 predicts","A p-value of exactly 0.05 because 2.8 is the critical value at that level","A small p-value indicating the data would be unusual if H0 were actually true","A negative p-value indicating the data fall in the opposite direction from Ha",20,3,,,,,,,,,,,,,,,,,,
27,"Suppose two studies test the same null hypothesis and one produces z = 1.2 while the other produces z = 2.9. Which study has stronger evidence against H0?","The study with z = 1.2 because a smaller test statistic means a more significant result","The study with z = 2.9 because a larger test statistic produces a smaller p-value","Both studies provide equally strong evidence because they test the same null hypothesis","Neither study provides evidence against H0 because both z-scores are positive values",20,2,,,,,,,,,,,,,,,,,,
28,"A p-value interpretation for a two-sided test must differ from a one-sided interpretation by including:","A reference to evidence in either direction away from the null hypothesis value","A reference to only the direction in which the sample proportion actually fell","A statement that the significance level was doubled before comparing to the p-value","A statement that the test statistic was divided by two before finding the area",20,1,,,,,,,,,,,,,,,,,,
29,"The general form of a standardized test statistic given on the AP formula sheet is:","Sample size minus degrees of freedom divided by the total number of parameters tested","Statistic minus parameter divided by the standard error of the statistic in question","Parameter minus statistic divided by the standard deviation of the population data","Statistic plus parameter divided by the margin of error for the confidence interval",20,2,,,,,,,,,,,,,,,,,,
30,"A researcher finds a p-value of 0.52. Which interpretation of this result is most accurate?","The observed result would be fairly common under H0 so the data provide weak evidence against it","The null hypothesis is definitely true because the p-value is greater than 0.50","The alternative hypothesis has a 52% chance of being correct based on the sample data collected","The test is invalid because p-values greater than 0.50 indicate a violation of conditions",20,1,,,,,,,,,,,,,,,,,,
31,"A student claims that a p-value tells you whether your sample was randomly selected. Is this correct?","Yes because the p-value measures how well the random sampling procedure actually worked","Yes because a small p-value means the sample was not truly random from the population","No because the p-value measures how surprising the data are under H0 not sampling quality","No because the p-value measures the probability that the alternative hypothesis is true",20,3,,,,,,,,,,,,,,,,,,
32,"When we say the p-value measures results 'as extreme or more extreme,' what does 'extreme' mean?","Results that are closer to the null hypothesis value than the observed sample proportion","Results that are farther from the null value in the direction specified by the alternative","Results that have larger sample sizes than the sample that was actually collected","Results that violate the conditions required for performing the significance test",20,2,,,,,,,,,,,,,,,,,,
33,"Which of the following would produce the smallest p-value in a one-sided test with Ha: p > 0.5?","A sample proportion slightly above 0.5 with a small sample size from the population","A sample proportion equal to exactly 0.5 with a very large sample from the population","A sample proportion well above 0.5 with a large sample size from the population","A sample proportion well below 0.5 with a large sample size from the population",20,3,,,,,,,,,,,,,,,,,,
34,"Why is it important to state the direction of the alternative hypothesis before collecting data?","Because the direction determines whether you find area in one tail or in both tails","Because changing the direction after seeing data does not affect the p-value at all","Because the null hypothesis value changes depending on the direction you choose for Ha","Because the formula for the test statistic is different for each direction of Ha",20,1,,,,,,,,,,,,,,,,,,
35,"A p-value does NOT tell us which of the following?","The probability of observing data this extreme or more extreme under the null hypothesis","Whether the observed result would be surprising if the null hypothesis were actually true","The direction in which the sample result deviated from the null hypothesis parameter value","The probability that the null hypothesis is true given the data from the sample collected",20,4,,,,,,,,,,,,,,,,,,
