"Blooket
Import Template",,,,,,,,,,,,,,,,,,,,,,,,,
34,"When P(X > 25) = 0.242, this probability is considered:","High enough that running out of supplies is not surprising","So low that running out is nearly impossible","Exactly 50-50 chance","Undefined",20,1,,,,,,,,,,,,,,,,,,
35,"What is the key difference between binomial and geometric distributions?","Binomial has fixed n; geometric has no fixed n","Binomial has no fixed n; geometric has fixed n","Both have the same conditions","Neither requires independent trials",20,1,,,,,,,,,,,,,,,,,,
36,"A geometric random variable counts:","The number of trials until the first success","The number of successes in n trials","The probability of success","The mean of the distribution",20,1,,,,,,,,,,,,,,,,,,
37,"Which conditions do binomial and geometric distributions share?","Binary outcomes, independent trials, same probability p","Fixed number of trials","Counting total successes","All of these",20,1,,,,,,,,,,,,,,,,,,
38,"'How many tropical storms until the first hurricane?' suggests which distribution?","Geometric - counting trials until first success","Binomial - counting successes in fixed trials","Normal - continuous outcomes","Uniform - equally likely outcomes",20,1,,,,,,,,,,,,,,,,,,
39,"'How many of the next 6 storms will become hurricanes?' suggests which distribution?","Binomial - counting successes in fixed n=6 trials","Geometric - counting until first success","Normal - continuous outcomes","Exponential - time between events",20,1,,,,,,,,,,,,,,,,,,
40,"What is the formula for geometric probability?","P(X = x) = (1-p)^(x-1) · p","P(X = x) = (1-p)^x · p","P(X = x) = p^(x-1) · (1-p)","P(X = x) = C(n,x) · p^x · (1-p)^(n-x)",20,1,,,,,,,,,,,,,,,,,,
41,"In the geometric formula P(X=x) = (1-p)^(x-1) · p, what does (1-p)^(x-1) represent?","The probability of (x-1) failures before the first success","The probability of x successes","The expected value","The number of trials",20,1,,,,,,,,,,,,,,,,,,
42,"To find P(4th storm is first hurricane) with p=0.41, the setup is:","(0.59)^3 · (0.41)","(0.59)^4 · (0.41)","(0.41)^3 · (0.59)","(0.41)^4",20,1,,,,,,,,,,,,,,,,,,
43,"P(H=4) = (0.59)^3(0.41) = 0.0842 means:","There's an 8.42% chance the 4th storm is the first hurricane","4 hurricanes will definitely form","The expected number of hurricanes is 0.0842","84.2% of storms become hurricanes",20,1,,,,,,,,,,,,,,,,,,
44,"To find P(first hurricane by 3rd storm), you calculate:","P(H=1) + P(H=2) + P(H=3)","P(H=3) only","P(H≥3)","1 - P(H=3)",20,1,,,,,,,,,,,,,,,,,,
45,"P(H≤3) = 0.41 + (0.59)(0.41) + (0.59)²(0.41) = 0.795 means:","There's a 79.5% chance the first hurricane occurs by the 3rd storm","Exactly 79.5% of storms become hurricanes","3 hurricanes will form on average","The probability increases with each storm",20,1,,,,,,,,,,,,,,,,,,
46,"What is the formula for the mean of a geometric distribution?","μ = 1/p","μ = p","μ = np","μ = 1/(1-p)",20,1,,,,,,,,,,,,,,,,,,
47,"If p = 0.41 (probability storm becomes hurricane), the geometric mean is:","1/0.41 = 2.44 storms","0.41 storms","1 - 0.41 = 0.59 storms","0.41/1 = 0.41 storms",20,1,,,,,,,,,,,,,,,,,,
48,"μ = 2.44 tropical storms means:","On average, it takes 2.44 storms to get the first hurricane","Exactly 2.44 storms become hurricanes each season","The probability is 2.44%","2.44 is the standard deviation",20,1,,,,,,,,,,,,,,,,,,
49,"What is the formula for the standard deviation of a geometric distribution?","σ = √(1-p) / p","σ = √p / (1-p)","σ = 1/p","σ = √[np(1-p)]",20,1,,,,,,,,,,,,,,,,,,
50,"If p = 0.41, the geometric standard deviation σ = √(0.59)/0.41 equals approximately:","1.87 storms","2.44 storms","0.59 storms","0.41 storms",20,1,,,,,,,,,,,,,,,,,,
51,"σ = 1.87 for the hurricane example means:","The number of storms to get the first hurricane typically varies by 1.87 from the mean","Exactly 1.87 storms will occur","The probability is 1.87%","1.87 hurricanes form on average",20,1,,,,,,,,,,,,,,,,,,
52,"20% of prairie dog litters are 'large' (4+ pups). P(5th litter is first large) uses:","Geometric with p = 0.20","Binomial with n = 5 and p = 0.20","Geometric with p = 0.80","Binomial with n = 20 and p = 0.05",20,1,,,,,,,,,,,,,,,,,,
53,"P(X=5) = (0.8)^4 · (0.2) = 0.082 for prairie dogs means:","There's an 8.2% chance the 5th litter is the first large one","5 large litters will occur","The probability of a large litter is 8.2%","82% of litters are large",20,1,,,,,,,,,,,,,,,,,,
54,"The expected number of litters until the first large one (p=0.20) is:","1/0.20 = 5 litters","0.20 litters","5 × 0.20 = 1 litter","1/0.80 = 1.25 litters",20,1,,,,,,,,,,,,,,,,,,
55,"22% of tropical storms become major hurricanes. For 18 predicted storms, how many major hurricanes are expected?","Binomial mean: 18 × 0.22 = 3.96","Geometric mean: 1/0.22 = 4.55","18/0.22 = 81.8","0.22/18 = 0.012",20,1,,,,,,,,,,,,,,,,,,
56,"22% of tropical storms become major hurricanes. Expected storms until first major hurricane:","Geometric mean: 1/0.22 = 4.55 storms","Binomial mean: 18 × 0.22 = 3.96","22 storms","1 storm",20,1,,,,,,,,,,,,,,,,,,
57,"P(7th storm is first major hurricane) = (0.78)^6(0.22) = 0.0495 means:","It's unusual (about 5% chance) to wait this long for a major hurricane","7 major hurricanes will form","49.5% of storms become major hurricanes","The expected value is 0.0495",20,1,,,,,,,,,,,,,,,,,,
58,"Pilots prepare for 4 major hurricanes. If P(X>4) = 0.36 for binomial X:","There's a 36% chance they need to survey more than 4 - preparation may be insufficient","They are definitely prepared","Only 36% of hurricanes make landfall","4 hurricanes will definitely occur",20,1,,,,,,,,,,,,,,,,,,
59,"When asked 'how many successes out of n trials', use:","Binomial distribution","Geometric distribution","Normal distribution","Uniform distribution",20,1,,,,,,,,,,,,,,,,,,
60,"When asked 'how many trials until first success', use:","Geometric distribution","Binomial distribution","Normal distribution","Exponential distribution",20,1,,,,,,,,,,,,,,,,,,
61,"Which question suggests binomial? 'What is the probability that...'","...exactly 5 of 10 patients recover?","...the 5th patient is the first to recover?","...we need to treat until one recovers?","...recovery occurs on the third attempt?",20,1,,,,,,,,,,,,,,,,,,
62,"Which question suggests geometric? 'What is the probability that...'","...the 3rd patient is the first to recover?","...exactly 3 of 10 patients recover?","...at least 3 patients recover?","...fewer than 3 patients recover?",20,1,,,,,,,,,,,,,,,,,,
63,"For binomial, the possible values of X are:","0, 1, 2, 3, ... up to n","1, 2, 3, 4, ... (no upper limit)","Only 0 and n","Any real number",20,1,,,,,,,,,,,,,,,,,,
64,"For geometric, the possible values of X are:","1, 2, 3, 4, ... (no upper limit)","0, 1, 2, 3, ... up to n","Only 1 through 10","Any real number",20,1,,,,,,,,,,,,,,,,,,
65,"Why can geometric X never equal 0?","You need at least 1 trial to get your first success","Zero is not a counting number","The formula doesn't work for x=0","P(X=0) is always 1",20,1,,,,,,,,,,,,,,,,,,
66,"Writing 'geompdf(0.41, 4)' on the AP exam without context will:","NOT earn credit - must define variable and show formula","Earn full credit","Earn partial credit for the calculation","Be accepted as a complete solution",20,1,,,,,,,,,,,,,,,,,,
67,"The binomial mean formula μ = np makes sense because:","Multiplying trials by probability gives expected successes","n and p are always equal","The mean must equal the mode","It's derived from the geometric formula",20,1,,,,,,,,,,,,,,,,,,
68,"The geometric mean formula μ = 1/p makes sense because:","Higher p means fewer trials needed on average","Higher p means more trials needed","The mean equals the probability","It's derived from the binomial formula",20,1,,,,,,,,,,,,,,,,,,
69,"If p = 0.5, the geometric mean is:","2 trials on average","0.5 trials on average","1 trial on average","5 trials on average",20,1,,,,,,,,,,,,,,,,,,
70,"If p = 0.1 (10% success rate), the geometric mean is:","10 trials on average","0.1 trials on average","1 trial on average","100 trials on average",20,1,,,,,,,,,,,,,,,,,,
71,"A smaller p in geometric distribution means:","More trials expected until first success","Fewer trials expected until first success","No change in expected trials","The distribution becomes binomial",20,1,,,,,,,,,,,,,,,,,,
72,"A larger p in binomial distribution (same n) means:","More successes expected on average","Fewer successes expected on average","No change in expected successes","The distribution becomes geometric",20,1,,,,,,,,,,,,,,,,,,
73,"For binomial with n=20 and p=0.3, the mean is:","6 successes","20 successes","0.3 successes","60 successes",20,1,,,,,,,,,,,,,,,,,,
74,"For binomial with n=20 and p=0.3, the standard deviation is approximately:","2.05","6","0.3","4.2",20,1,,,,,,,,,,,,,,,,,,
75,"The binomial standard deviation √[np(1-p)] is largest when p equals:","0.5","0","1","0.1",20,1,,,,,,,,,,,,,,,,,,
76,"If p is close to 0 or 1, the binomial distribution is:","Skewed (not symmetric)","Perfectly symmetric","Uniform","Undefined",20,1,,,,,,,,,,,,,,,,,,
77,"Interpreting binomial parameters requires:","Context and appropriate units","Only the numerical values","A histogram","Calculator notation",20,1,,,,,,,,,,,,,,,,,,
78,"Interpreting geometric parameters requires:","Context and appropriate units","Only the numerical values","A histogram","Calculator notation",20,1,,,,,,,,,,,,,,,,,,
79,"'On average, 8.4 people in samples of 40 will have cracked screens' is interpreting:","The binomial mean μ = np","The binomial standard deviation","The probability p","The sample size n",20,1,,,,,,,,,,,,,,,,,,
80,"'It typically takes about 2.44 storms to get the first hurricane' is interpreting:","The geometric mean μ = 1/p","The geometric probability","The binomial mean","The probability p",20,1,,,,,,,,,,,,,,,,,,
